Isolate_Id,Subtype,Clade,Location,Host,Collection_Date,Host_Category
EPI_ISL_18961835,A / H1N1,6B.1A.5a.2a,Europe / United Kingdom / LINCOLN,Human,2024-01-26,Human
EPI_ISL_18961834,A / H1N1,6B.1A.5a.2a,Europe / United Kingdom / LONDON,Human,2024-01-26,Human
EPI_ISL_18961833,A / H1N1,6B.1A.5a.2a,Europe / United Kingdom / HONITON,Human,2024-01-24,Human
EPI_ISL_18961832,A / H1N1,6B.1A.5a.2a,Europe / United Kingdom / WARWICK,Human,2024-01-24,Human
EPI_ISL_18961830,A / H1N1,6B.1A.5a.2a,Europe / United Kingdom / LONDON,Human,2024-01-23,Human
EPI_ISL_18961829,A / H1N1,6B.1A.5a.2a,Europe / United Kingdom / GUILDFORD,Human,2024-01-24,Human
EPI_ISL_18961828,A / H1N1,6B.1A.5a.2a.1,Europe / United Kingdom / ROSSENDALE,Human,2024-01-24,Human
EPI_ISL_18961827,A / H1N1,6B.1A.5a.2a.1,Europe / United Kingdom / ELY,Human,2024-01-24,Human
EPI_ISL_18961823,A / H1N1,6B.1A.5a.2a.1,Europe / United Kingdom / WARWICK,Human,2024-01-24,Human
EPI_ISL_18961819,A / H1N1,6B.1A.5a.2a.1,Europe / United Kingdom / BASINGSTOKE,Human,2024-01-24,Human
EPI_ISL_18961818,A / H1N1,6B.1A.5a.2a,Europe / United Kingdom / BRISTOL,Human,2024-01-25,Human
EPI_ISL_18961817,A / H1N1,6B.1A.5a.2a,Europe / United Kingdom / CRAWLEY,Human,2024-01-25,Human
EPI_ISL_18961815,A / H1N1,6B.1A.5a.2a,Europe / United Kingdom / BRISTOL,Human,2024-01-25,Human
EPI_ISL_18961814,A / H1N1,6B.1A.5a.2a,Europe / United Kingdom / SWINDON,Human,2024-01-24,Human
EPI_ISL_18961813,A / H1N1,6B.1A.5a.2a,Europe / United Kingdom / STREATHAM  LONDON,Human,2024-01-24,Human
EPI_ISL_18961810,A / H1N1,6B.1A.5a.2a,Europe / United Kingdom / DUDLEY,Human,2024-01-24,Human
EPI_ISL_18961808,A / H1N1,6B.1A.5a.2a,Europe / United Kingdom / BRISTOL,Human,2024-01-23,Human
EPI_ISL_18961805,A / H1N1,6B.1A.5a.2a,Europe / United Kingdom / BRIXHAM,Human,2024-01-23,Human
EPI_ISL_18961803,A / H1N1,6B.1A.5a.2a,Europe / United Kingdom / NEWBURY,Human,2024-01-22,Human
EPI_ISL_18961802,A / H1N1,6B.1A.5a.2a,Europe / United Kingdom / YORKSHIRE,Human,2024-01-24,Human
EPI_ISL_18961800,A / H1N1,6B.1A.5a.2a,Europe / United Kingdom / DONCASTER,Human,2024-01-24,Human
EPI_ISL_18961797,A / H1N1,6B.1A.5a.2a,Europe / United Kingdom / BROCKHAM,Human,2024-01-22,Human
EPI_ISL_18961795,A / H1N1,6B.1A.5a.2a,Europe / United Kingdom / LIVERPOOL,Human,2024-01-23,Human
EPI_ISL_18961793,A / H1N1,6B.1A.5a.2a,Europe / United Kingdom / NOTTINGHAM,Human,2024-01-23,Human
EPI_ISL_18961791,A / H1N1,6B.1A.5a.2a,Europe / United Kingdom / ELY,Human,2024-01-22,Human
EPI_ISL_18961790,A / H1N1,6B.1A.5a.2a,Europe / United Kingdom / GUILDFORD,Human,2024-01-22,Human
EPI_ISL_18961787,A / H1N1,6B.1A.5a.2a,Europe / United Kingdom / EASTBOURNE,Human,2024-01-22,Human
EPI_ISL_18961785,A / H1N1,6B.1A.5a.2a.1,Europe / United Kingdom / DONCASTER,Human,2024-01-22,Human
EPI_ISL_18961782,A / H1N1,6B.1A.5a.2a.1,Europe / United Kingdom / LONDON,Human,2024-01-19,Human
EPI_ISL_18961781,A / H1N1,6B.1A.5a.2a,Europe / United Kingdom / LEICESTER,Human,2024-01-13,Human
EPI_ISL_18961780,A / H1N1,6B.1A.5a.2a,Europe / United Kingdom / WHITECHAPEL,Human,2024-01-15,Human
EPI_ISL_18961778,A / H1N1,6B.1A.5a.2a,Europe / United Kingdom / BRIGHTON,Human,2024-01-18,Human
EPI_ISL_18961775,A / H1N1,6B.1A.5a.2a,Europe / United Kingdom / WHITECHAPEL,Human,2024-01-12,Human
EPI_ISL_18961774,A / H1N1,6B.1A.5a.2a,Europe / United Kingdom / WHITECHAPEL,Human,2024-01-14,Human
EPI_ISL_18961771,A / H1N1,6B.1A.5a.2a,Europe / United Kingdom / MERSEYSIDE,Human,2024-01-10,Human
EPI_ISL_18961387,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-01-03,Human
EPI_ISL_18961386,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-01-11,Human
EPI_ISL_18961385,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-01-08,Human
EPI_ISL_18961384,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-01-05,Human
EPI_ISL_18961383,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-01-02,Human
EPI_ISL_18961382,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2024-01-03,Human
EPI_ISL_18961381,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2023-12-28,Human
EPI_ISL_18961380,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2023-12-18,Human
EPI_ISL_18961379,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2023-12-21,Human
EPI_ISL_18961378,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2023-12-21,Human
EPI_ISL_18961377,A / H1N1,6B.1A.5a.2a.1,Europe / Germany,Human,2023-12-20,Human
EPI_ISL_18961376,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2023-12-21,Human
EPI_ISL_18961375,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2023-12-21,Human
EPI_ISL_18961374,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2023-12-20,Human
EPI_ISL_18961373,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2023-12-20,Human
EPI_ISL_18961372,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2023-12-20,Human
EPI_ISL_18961371,A / H1N1,6B.1A.5a.2a,Europe / Germany,Human,2023-12-20,Human
EPI_ISL_18960922,A / H1N1,6B.1A.5a.2a.1,South America / Ecuador / Provincia de Imbabura,Human,2023-12-28,Human
EPI_ISL_18960899,A / H1N1,6B.1A.5a.2a.1,South America / Ecuador / Provincia del Tungurahua,Human,2023-12-26,Human
EPI_ISL_18928541,A / H1N1,6B.1A.5a.2a.1,North America / United States / Arizona / Maricopa County,Human,2023-10-12,Human
EPI_ISL_18928540,A / H1N1,6B.1A.5a.2a,Asia / Lebanon / Mohafazat Liban-Sud,Human,2023-11-27,Human
EPI_ISL_18928539,A / H1N1,6B.1A.5a.2a,Asia / Lebanon / Mohafazat Liban-Nord,Human,2023-12-07,Human
EPI_ISL_18928500,A / H1N1,6B.1A.5a.2a,Asia / Lebanon / Mohafazat Liban-Sud,Human,2023-12-20,Human
EPI_ISL_18896018,A / H1N1,6B.1A.5a.2a,Europe / Czech Republic / Ceske Budejovice,Human,2023-12-16,Human
EPI_ISL_18896016,A / H1N1,6B.1A.5a.2a,Europe / Czech Republic / Jablonec nad Nisou,Human,2023-12-11,Human
EPI_ISL_18896015,A / H1N1,6B.1A.5a.2a.1,Europe / Czech Republic / Hlavni mesto Praha,Human,2023-12-28,Human
EPI_ISL_18895995,A / H1N1,6B.1A.5a.2a,Europe / Czech Republic / Jihlava,Human,2023-12-18,Human
EPI_ISL_18895994,A / H1N1,6B.1A.5a.2a,Europe / Czech Republic / Hlavni mesto Praha,Human,2023-12-07,Human
EPI_ISL_18895993,A / H1N1,6B.1A.5a.2a,Europe / Czech Republic / Ceske Budejovice,Human,2023-12-16,Human
EPI_ISL_18895992,A / H1N1,6B.1A.5a.2a,Europe / Czech Republic / Ceske Budejovice,Human,2023-12-16,Human
EPI_ISL_18895990,A / H1N1,6B.1A.5a.2a,Europe / Czech Republic / Hradec Kralove,Human,2023-12-14,Human
EPI_ISL_18895982,A / H1N1,6B.1A.5a.2a,Europe / Czech Republic / Hlavni mesto Praha,Human,2023-12-27,Human
EPI_ISL_18895978,A / H1N1,6B.1A.5a.2a,Europe / Czech Republic / Ceske Budejovice,Human,2023-12-16,Human
EPI_ISL_18895977,A / H1N1,6B.1A.5a.2a,Europe / Czech Republic / Ceske Budejovice,Human,2023-12-16,Human
EPI_ISL_18895976,A / H1N1,6B.1A.5a.2a,Europe / Czech Republic / Ceske Budejovice,Human,2023-12-16,Human
EPI_ISL_18895975,A / H1N1,6B.1A.5a.2a,Europe / Czech Republic / Ceske Budejovice,Human,2023-12-16,Human
EPI_ISL_18895974,A / H1N1,6B.1A.5a.2a,Europe / Czech Republic / Jihlava,Human,2023-12-14,Human
EPI_ISL_18895973,A / H1N1,6B.1A.5a.2a,Europe / Czech Republic / Strakonice,Human,2023-09-22,Human
EPI_ISL_18895972,A / H1N1,6B.1A.5a.2a,Europe / Czech Republic / Hlavni mesto Praha,Human,2023-12-27,Human
EPI_ISL_18862866,A / H1N1,6B.1A.5a.2a.1,North America / United States / North Carolina,Human,2023-12-10,Human
EPI_ISL_18862865,A / H1N1,6B.1A.5a.2a.1,North America / United States / Connecticut,Human,2023-12-19,Human
EPI_ISL_18862864,A / H1N1,6B.1A.5a.2a.1,North America / United States / New Hampshire,Human,2023-12-18,Human
EPI_ISL_18862862,A / H1N1,6B.1A.5a.2a.1,North America / United States / New Hampshire,Human,2023-12-24,Human
EPI_ISL_18862861,A / H1N1,6B.1A.5a.2a.1,North America / United States / North Carolina,Human,2023-12-16,Human
EPI_ISL_18862860,A / H1N1,6B.1A.5a.2a.1,North America / United States / Massachusetts,Human,2023-12-17,Human
EPI_ISL_18862859,A / H1N1,6B.1A.5a.2a.1,North America / United States / New Jersey,Human,2023-12-21,Human
EPI_ISL_18862858,A / H1N1,6B.1A.5a.2a.1,North America / United States / New Jersey,Human,2023-12-22,Human
EPI_ISL_18862857,A / H1N1,6B.1A.5a.2a.1,North America / United States / West Virginia,Human,2023-12-19,Human
EPI_ISL_18862856,A / H1N1,6B.1A.5a.2a.1,North America / United States / Delaware,Human,2023-12-31,Human
EPI_ISL_18862855,A / H1N1,6B.1A.5a.2a.1,North America / United States / Pennsylvania,Human,2023-12-27,Human
EPI_ISL_18862854,A / H1N1,6B.1A.5a.2a.1,North America / United States / California,Human,2023-12-19,Human
EPI_ISL_18862853,A / H1N1,6B.1A.5a.2a.1,North America / United States / West Virginia,Human,2023-12-18,Human
EPI_ISL_18862852,A / H1N1,6B.1A.5a.2a.1,North America / United States / Montana,Human,2023-12-28,Human
EPI_ISL_18862851,A / H1N1,6B.1A.5a.2a.1,North America / United States / Rhode Island,Human,2024-01-02,Human
EPI_ISL_18862849,A / H1N1,6B.1A.5a.2a,North America / United States / Ohio,Human,2023-12-20,Human
EPI_ISL_18862848,A / H1N1,6B.1A.5a.2a.1,North America / United States / Nevada,Human,2023-10-17,Human
EPI_ISL_18862847,A / H1N1,6B.1A.5a.2a,North America / United States / Connecticut,Human,2023-12-21,Human
EPI_ISL_18862846,A / H1N1,6B.1A.5a.2a.1,North America / United States / Montana,Human,2023-12-23,Human
EPI_ISL_18862844,A / H1N1,6B.1A.5a.2a.1,North America / United States / Arizona,Human,2024-01-01,Human
EPI_ISL_18862841,A / H1N1,6B.1A.5a.2a.1,North America / United States / Utah,Human,2023-10-12,Human
EPI_ISL_18862840,A / H1N1,6B.1A.5a.2a.1,North America / United States / Connecticut,Human,2023-12-23,Human
EPI_ISL_18862839,A / H1N1,6B.1A.5a.2a.1,North America / United States / Hawaii,Human,2023-12-21,Human
EPI_ISL_18862837,A / H1N1,6B.1A.5a.2a.1,North America / United States / Montana,Human,2024-01-02,Human
EPI_ISL_18862836,A / H1N1,6B.1A.5a.2a.1,North America / United States / Virginia,Human,2023-12-12,Human
EPI_ISL_18862835,A / H1N1,6B.1A.5a.2a.1,North America / United States / Nevada,Human,2023-10-24,Human
EPI_ISL_18862834,A / H1N1,6B.1A.5a.2a,North America / Guatemala,Human,2023-11-08,Human
EPI_ISL_18862833,A / H1N1,6B.1A.5a.2a.1,North America / United States / Massachusetts,Human,2023-12-22,Human
EPI_ISL_18862832,A / H1N1,6B.1A.5a.2a.1,North America / United States / Texas,Human,2023-12-26,Human
EPI_ISL_18862831,A / H1N1,6B.1A.5a.2a,North America / Guatemala,Human,2023-11-22,Human
EPI_ISL_18862830,A / H1N1,6B.1A.5a.2a.1,North America / United States / Rhode Island,Human,2023-12-26,Human
EPI_ISL_18862829,A / H1N1,6B.1A.5a.2a.1,North America / United States / Nevada,Human,2023-12-20,Human
EPI_ISL_18862828,A / H1N1,6B.1A.5a.2a,Asia / Oman,Human,2023-12-10,Human
EPI_ISL_18862826,A / H1N1,6B.1A.5a.2a.1,North America / United States / California,Human,2024-01-02,Human
EPI_ISL_18862825,A / H1N1,6B.1A.5a.2a,Asia / Oman,Human,2023-12-04,Human
EPI_ISL_18862824,A / H1N1,6B.1A.5a.2a.1,North America / United States / District of Columbia,Human,2023-12-27,Human
EPI_ISL_18862823,A / H1N1,6B.1A.5a.2a.1,Asia / Japan,Human,2023-10-27,Human
EPI_ISL_18862822,A / H1N1,6B.1A.5a.2a.1,North America / United States / Idaho,Human,2023-12-19,Human
EPI_ISL_18862821,A / H1N1,6B.1A.5a.2a,Asia / Oman,Human,2023-12-05,Human
EPI_ISL_18862820,A / H1N1,6B.1A.5a.2a.1,North America / United States / South Carolina,Human,2024-01-04,Human
EPI_ISL_18862819,A / H1N1,6B.1A.5a.2a.1,North America / United States / California,Human,2023-12-05,Human
EPI_ISL_18862818,A / H1N1,6B.1A.5a.2a.1,North America / United States / Colorado,Human,2023-12-15,Human
EPI_ISL_18862816,A / H1N1,6B.1A.5a.2a.1,North America / United States / West Virginia,Human,2023-12-17,Human
EPI_ISL_18862815,A / H1N1,6B.1A.5a.2a,North America / United States / Washington,Human,2024-01-01,Human
EPI_ISL_18862814,A / H1N1,6B.1A.5a.2a.1,North America / United States / Hawaii,Human,2023-10-16,Human
EPI_ISL_18862813,A / H1N1,6B.1A.5a.2a,North America / Guatemala,Human,2023-12-18,Human
EPI_ISL_18862811,A / H1N1,6B.1A.5a.2a.1,North America / United States / Washington,Human,2023-11-10,Human
EPI_ISL_18862810,A / H1N1,6B.1A.5a.2a.1,North America / United States / Texas,Human,2023-12-26,Human
EPI_ISL_18862809,A / H1N1,6B.1A.5a.2a,North America / Guatemala,Human,2023-11-22,Human
EPI_ISL_18862808,A / H1N1,6B.1A.5a.2a,North America / United States / South Carolina,Human,2024-01-04,Human
EPI_ISL_18862807,A / H1N1,6B.1A.5a.2a,North America / United States / California,Human,2023-12-28,Human
EPI_ISL_18862806,A / H1N1,6B.1A.5a.2a,North America / United States / Colorado,Human,2023-12-19,Human
EPI_ISL_18862805,A / H1N1,6B.1A.5a.2a.1,North America / United States / Delaware,Human,2024-01-01,Human
EPI_ISL_18862803,A / H1N1,6B.1A.5a.2a.1,North America / United States / California,Human,2024-01-02,Human
EPI_ISL_18862802,A / H1N1,6B.1A.5a.2a.1,North America / United States / Washington,Human,2023-12-14,Human
EPI_ISL_18862800,A / H1N1,6B.1A.5a.2a.1,North America / United States / South Carolina,Human,2024-01-03,Human
EPI_ISL_18862799,A / H1N1,6B.1A.5a.2a.1,North America / United States / Montana,Human,2023-10-25,Human
EPI_ISL_18862798,A / H1N1,6B.1A.5a.2a,North America / United States / Montana,Human,2023-12-24,Human
EPI_ISL_18862796,A / H1N1,6B.1A.5a.2a.1,North America / United States / New Hampshire,Human,2023-12-11,Human
EPI_ISL_18862795,A / H1N1,6B.1A.5a.2a.1,North America / United States / Washington,Human,2023-12-25,Human
EPI_ISL_18862794,A / H1N1,6B.1A.5a.2a.1,North America / United States / Idaho,Human,2023-12-22,Human
EPI_ISL_18862793,A / H1N1,6B.1A.5a.2a.1,North America / United States / Pennsylvania,Human,2023-12-27,Human
EPI_ISL_18862792,A / H1N1,6B.1A.5a.2a.1,North America / United States / District of Columbia,Human,2023-12-25,Human
EPI_ISL_18862791,A / H1N1,6B.1A.5a.2a.1,North America / United States / Montana,Human,2023-11-23,Human
EPI_ISL_18862790,A / H1N1,6B.1A.5a.2a.1,North America / United States / Nevada,Human,2023-10-27,Human
EPI_ISL_18862789,A / H1N1,6B.1A.5a.2a,North America / United States / Virginia,Human,2023-12-18,Human
EPI_ISL_18862787,A / H1N1,6B.1A.5a.2a,North America / United States / Hawaii,Human,2023-11-07,Human
EPI_ISL_18862786,A / H1N1,6B.1A.5a.2a.1,North America / United States / Nevada,Human,2023-10-20,Human
EPI_ISL_18862782,A / H1N1,6B.1A.5a.2a.1,North America / United States / California,Human,2024-01-08,Human
EPI_ISL_18862781,A / H1N1,6B.1A.5a.2a.1,North America / United States / Texas,Human,2024-01-03,Human
EPI_ISL_18862780,A / H1N1,6B.1A.5a.2a.1,North America / United States / North Carolina,Human,2023-12-22,Human
EPI_ISL_18862779,A / H1N1,6B.1A.5a.2a.1,North America / United States / Colorado,Human,2023-10-29,Human
EPI_ISL_18862778,A / H1N1,6B.1A.5a.2a,North America / United States / Idaho,Human,2023-12-28,Human
EPI_ISL_18862777,A / H1N1,6B.1A.5a.2a.1,North America / United States / New Jersey,Human,2023-12-06,Human
EPI_ISL_18862776,A / H1N1,6B.1A.5a.2a.1,North America / United States / Arizona,Human,2024-01-07,Human
EPI_ISL_18862775,A / H1N1,6B.1A.5a.2a.1,North America / United States / Hawaii,Human,2023-10-15,Human
EPI_ISL_18862774,A / H1N1,6B.1A.5a.2a.1,North America / United States / District of Columbia,Human,2023-12-27,Human
EPI_ISL_18862773,A / H1N1,6B.1A.5a.2a.1,North America / United States / California,Human,2023-12-02,Human
EPI_ISL_18862771,A / H1N1,6B.1A.5a.2a.1,North America / United States / Colorado,Human,2023-12-25,Human
EPI_ISL_18862770,A / H1N1,6B.1A.5a.2a.1,North America / United States / California,Human,2023-12-29,Human
EPI_ISL_18862769,A / H1N1,6B.1A.5a.2a.1,North America / United States / Texas,Human,2024-01-03,Human
EPI_ISL_18862768,A / H1N1,6B.1A.5a.2a,North America / United States / Idaho,Human,2023-12-31,Human
EPI_ISL_18862767,A / H1N1,6B.1A.5a.2a.1,North America / United States / Arizona,Human,2023-11-27,Human
EPI_ISL_18862766,A / H1N1,6B.1A.5a.2a.1,North America / United States / Nevada,Human,2024-01-09,Human
EPI_ISL_18862765,A / H1N1,6B.1A.5a.2a.1,North America / United States / Colorado,Human,2023-10-18,Human
EPI_ISL_18862764,A / H1N1,6B.1A.5a.2a.1,North America / United States / Idaho,Human,2023-12-28,Human
EPI_ISL_18862763,A / H1N1,6B.1A.5a.2a.1,North America / United States / New Mexico,Human,2023-11-28,Human
EPI_ISL_18862762,A / H1N1,6B.1A.5a.2a.1,North America / United States / California,Human,2023-12-29,Human
EPI_ISL_18862761,A / H1N1,6B.1A.5a.2a.1,North America / United States / Utah,Human,2023-10-12,Human
EPI_ISL_18862760,A / H1N1,6B.1A.5a.2a.1,North America / United States / Texas,Human,2023-12-24,Human
EPI_ISL_18862759,A / H1N1,6B.1A.5a.2a.1,North America / United States / California,Human,2023-12-25,Human
EPI_ISL_18862758,A / H1N1,6B.1A.5a.2a.1,North America / United States / New Mexico,Human,2023-11-20,Human
EPI_ISL_18862757,A / H1N1,6B.1A.5a.2a.1,North America / United States / Washington,Human,2023-12-06,Human
EPI_ISL_18862756,A / H1N1,6B.1A.5a.2a.1,North America / United States / Arizona,Human,2024-01-01,Human
EPI_ISL_18862755,A / H1N1,6B.1A.5a.2a.1,North America / United States / California,Human,2023-12-29,Human
EPI_ISL_18862754,A / H1N1,6B.1A.5a.2a.1,North America / United States / Arizona,Human,2023-11-14,Human
EPI_ISL_18862752,A / H1N1,6B.1A.5a.2a.1,North America / United States / California,Human,2023-12-19,Human
EPI_ISL_18862751,A / H1N1,6B.1A.5a.2a.1,North America / United States / Nevada,Human,2024-01-09,Human
EPI_ISL_18862750,A / H1N1,6B.1A.5a.2a.1,North America / United States / California,Human,2023-12-25,Human
EPI_ISL_18862749,A / H1N1,6B.1A.5a.2a.1,North America / United States / Colorado,Human,2023-10-19,Human
EPI_ISL_18862748,A / H1N1,6B.1A.5a.2a.1,North America / United States / California,Human,2023-12-19,Human
EPI_ISL_18862747,A / H1N1,6B.1A.5a.2a.1,North America / United States / Oregon,Human,2023-12-07,Human
EPI_ISL_18862746,A / H1N1,6B.1A.5a.2a.1,North America / United States / California,Human,2023-12-11,Human
EPI_ISL_18862745,A / H1N1,6B.1A.5a.2a.1,North America / United States / Colorado,Human,2023-12-25,Human
EPI_ISL_18862744,A / H1N1,6B.1A.5a.2a,North America / United States / Idaho,Human,2023-12-24,Human
EPI_ISL_18862743,A / H1N1,6B.1A.5a.2a.1,North America / United States / California,Human,2023-10-20,Human
EPI_ISL_18862742,A / H1N1,6B.1A.5a.2a.1,North America / United States / Washington,Human,2023-12-27,Human
EPI_ISL_18862741,A / H1N1,6B.1A.5a.2a,North America / United States / Hawaii,Human,2023-12-25,Human
EPI_ISL_18862740,A / H1N1,6B.1A.5a.2a.1,North America / United States / California,Human,2023-12-12,Human
EPI_ISL_18862739,A / H1N1,6B.1A.5a.2a.1,North America / United States / Utah,Human,2023-12-31,Human
EPI_ISL_18862738,A / H1N1,6B.1A.5a.2a.1,North America / United States / California,Human,2024-01-08,Human
EPI_ISL_18862737,A / H1N1,6B.1A.5a.2a.1,North America / United States / Washington,Human,2023-10-09,Human
EPI_ISL_18862736,A / H1N1,6B.1A.5a.2a.1,North America / United States / Washington,Human,2023-12-06,Human
EPI_ISL_18862735,A / H1N1,6B.1A.5a.2a.1,North America / United States / North Carolina,Human,2024-01-07,Human
EPI_ISL_18862733,A / H1N1,6B.1A.5a.2a.1,North America / United States / Utah,Human,2024-01-01,Human
EPI_ISL_18862732,A / H1N1,6B.1A.5a.2a.1,North America / United States / Colorado,Human,2023-12-27,Human
EPI_ISL_18862730,A / H1N1,6B.1A.5a.2a,North America / United States / Nevada,Human,2024-01-09,Human
EPI_ISL_18862729,A / H1N1,6B.1A.5a.2a.1,North America / United States / Texas,Human,2023-12-23,Human
EPI_ISL_18862728,A / H1N1,6B.1A.5a.2a.1,North America / United States / West Virginia,Human,2024-01-07,Human
EPI_ISL_18862727,A / H1N1,6B.1A.5a.2a.1,North America / United States / Utah,Human,2023-11-17,Human
EPI_ISL_18862726,A / H1N1,6B.1A.5a.2a.1,North America / United States / Colorado,Human,2023-12-26,Human
EPI_ISL_18862725,A / H1N1,6B.1A.5a.2a.1,North America / United States / Florida,Human,2023-12-27,Human
EPI_ISL_18862724,A / H1N1,6B.1A.5a.2a,Asia / Japan,Human,2023-09-05,Human
EPI_ISL_18862723,A / H1N1,6B.1A.5a.2a,North America / United States / Utah,Human,2023-11-17,Human
EPI_ISL_18862722,A / H1N1,6B.1A.5a.2a.1,North America / United States / West Virginia,Human,2024-01-01,Human
EPI_ISL_18862721,A / H1N1,6B.1A.5a.2a.1,North America / United States / California,Human,2024-01-02,Human
EPI_ISL_18862720,A / H1N1,6B.1A.5a.2a,"Asia / Lao, People's Democratic Republic",Human,2023-11-06,Human
EPI_ISL_18862719,A / H1N1,6B.1A.5a.2a,North America / United States / Massachusetts,Human,2024-01-02,Human
EPI_ISL_18862718,A / H1N1,6B.1A.5a.2a.1,North America / United States / Rhode Island,Human,2023-12-14,Human
EPI_ISL_18862717,A / H1N1,6B.1A.5a.2a,"Asia / Lao, People's Democratic Republic",Human,2023-11-22,Human
EPI_ISL_18862716,A / H1N1,6B.1A.5a.2a.1,North America / United States / Utah,Human,2024-01-06,Human
EPI_ISL_18862715,A / H1N1,6B.1A.5a.2a.1,North America / United States / Rhode Island,Human,2023-12-11,Human
EPI_ISL_18862714,A / H1N1,6B.1A.5a.2a.1,North America / United States / New York,Human,2024-01-04,Human
EPI_ISL_18862712,A / H1N1,6B.1A.5a.2a,"Asia / Lao, People's Democratic Republic",Human,2023-11-14,Human
EPI_ISL_18862711,A / H1N1,6B.1A.5a.2a.1,North America / United States / District of Columbia,Human,2023-12-12,Human
EPI_ISL_18862710,A / H1N1,6B.1A.5a.2a.1,North America / United States / Florida,Human,2023-12-08,Human
EPI_ISL_18862709,A / H1N1,6B.1A.5a.2a.1,North America / United States / Oregon,Human,2023-12-06,Human
EPI_ISL_18862708,A / H1N1,6B.1A.5a.2a,Asia / Japan,Human,2023-10-04,Human
EPI_ISL_18862707,A / H1N1,6B.1A.5a.2a,North America / United States / Rhode Island,Human,2023-12-13,Human
EPI_ISL_18862706,A / H1N1,6B.1A.5a.2a.1,North America / United States / Virginia,Human,2023-12-26,Human
EPI_ISL_18862704,A / H1N1,6B.1A.5a.2a,"Asia / Lao, People's Democratic Republic",Human,2023-12-06,Human
EPI_ISL_18862702,A / H1N1,6B.1A.5a.2a.1,North America / United States / Florida,Human,2023-12-26,Human
EPI_ISL_18862701,A / H1N1,6B.1A.5a.2a.1,North America / United States / Nevada,Human,2024-01-07,Human
EPI_ISL_18862700,A / H1N1,6B.1A.5a.2a,"Asia / Lao, People's Democratic Republic",Human,2023-11-15,Human
EPI_ISL_18862699,A / H1N1,6B.1A.5a.2a.1,North America / United States / Delaware,Human,2023-12-12,Human
EPI_ISL_18862698,A / H1N1,6B.1A.5a.2a.1,North America / United States / North Carolina,Human,2024-01-11,Human
EPI_ISL_18862697,A / H1N1,6B.1A.5a.2a.1,North America / United States / California,Human,2023-12-01,Human
EPI_ISL_18862696,A / H1N1,6B.1A.5a.2a,"Asia / Lao, People's Democratic Republic",Human,2023-11-15,Human
EPI_ISL_18862693,A / H1N1,6B.1A.5a.2a.1,North America / United States / Nevada,Human,2023-12-15,Human
EPI_ISL_18862692,A / H1N1,6B.1A.5a.2a,"Asia / Lao, People's Democratic Republic",Human,2023-11-27,Human
EPI_ISL_18862691,A / H1N1,6B.1A.5a.2a.1,North America / United States / West Virginia,Human,2023-12-17,Human
